2023-07-01 17:00:07 - INFO - train data: 189427
2023-07-01 17:00:07 - INFO - val data: 63577
2023-07-01 17:26:16 - INFO - epoch-1, train_loss-0.6851, val_loss-0.6803, val_acc-0.5617, val_sen-0.6364, val_spec-0.5615, val_ap-0.0066, val_bedroc-0.0732, val_auc-0.6553
2023-07-01 17:41:48 - INFO - epoch-2, train_loss-0.6080, val_loss-0.4373, val_acc-0.9182, val_sen-0.3766, val_spec-0.9195, val_ap-0.0109, val_bedroc-0.0943, val_auc-0.7116
2023-07-01 17:50:17 - INFO - epoch-3, train_loss-0.5425, val_loss-0.4749, val_acc-0.9226, val_sen-0.3571, val_spec-0.9240, val_ap-0.0127, val_bedroc-0.1056, val_auc-0.7383
2023-07-01 17:56:36 - INFO - epoch-4, train_loss-0.4916, val_loss-0.3337, val_acc-0.9630, val_sen-0.2857, val_spec-0.9646, val_ap-0.0127, val_bedroc-0.1212, val_auc-0.7465
2023-07-01 18:03:15 - INFO - epoch-5, train_loss-0.4425, val_loss-0.2113, val_acc-0.9853, val_sen-0.1429, val_spec-0.9873, val_ap-0.0131, val_bedroc-0.1285, val_auc-0.7483
2023-07-01 18:07:36 - INFO - epoch-6, train_loss-0.3905, val_loss-0.1883, val_acc-0.9872, val_sen-0.1429, val_spec-0.9893, val_ap-0.0149, val_bedroc-0.1438, val_auc-0.7477
2023-07-01 18:11:21 - INFO - epoch-7, train_loss-0.3550, val_loss-0.1496, val_acc-0.9892, val_sen-0.1299, val_spec-0.9913, val_ap-0.0155, val_bedroc-0.1415, val_auc-0.7147
2023-07-01 18:14:02 - INFO - epoch-8, train_loss-0.3301, val_loss-0.1405, val_acc-0.9908, val_sen-0.1234, val_spec-0.9929, val_ap-0.0153, val_bedroc-0.1509, val_auc-0.6903
2023-07-01 18:16:16 - INFO - epoch-9, train_loss-0.3124, val_loss-0.1342, val_acc-0.9895, val_sen-0.1429, val_spec-0.9916, val_ap-0.0181, val_bedroc-0.1659, val_auc-0.7312
2023-07-01 18:18:20 - INFO - epoch-10, train_loss-0.2889, val_loss-0.1669, val_acc-0.9791, val_sen-0.2013, val_spec-0.9810, val_ap-0.0164, val_bedroc-0.1474, val_auc-0.7383
2023-07-01 18:20:15 - INFO - epoch-11, train_loss-0.2674, val_loss-0.1135, val_acc-0.9901, val_sen-0.1429, val_spec-0.9921, val_ap-0.0192, val_bedroc-0.1697, val_auc-0.7134
